conversation_id,Question,Answer,correctAnswer
3443,also decent! ate some pancakes. you eat breakfast yet?,"nah skipped it, not hungry yet",
3443,lame,im built different fr,
3443,are you the imposter,vote me out and find out lol,
3443,haha good one. what are you up to today,classes and probs gaming after,
3443,what classes are your favorite this quarter,psyc 162 is pretty chill,
3443,what class is that,psychology and the law,
3443,ohhh cool. you tryna be a lawyer?,nah too much effort ngl,
3445,hi,yo whats up,
3445,which college are you in,"sixth, you",
3445,seventh,"oof, youre far lol",
3447,hello,Hi. What seems to be your problem?,
3447,hows your morning so far,What about your own morning so far?,
3447,i woke up like ten minutes ago so i am TIRED,Is it because you are TIRED that you came to me?,
3447,"no, im interrogating you to see if youre ai",Do you think its likely that youre ai?,
3447,"I hope I am not AI, that would be a problem",How long have you been not AI?,
3447,wait im supposed to be interrogating you,We were discussing you -- not me.,
3447,no but we must discuss you,Are you saying no just to be negative?,
3447,no i am saying no to be assertive,You are being a bit negative.,
3449,who was your first crush,ash ketchum lol wbu,
3449,mood misty too,taste fr water pokemon queen,
3449,you play the new game?,which new game tho,
3449,the one that got announced,oh wait fr i missed it,
3449,you know the name right,nah whats it called,
3451,r u in any clubs,nah too much commitment wbu,
3451,yah im like more comitted to 2,damn which ones,
3451,do yk aed or kcm,heard of aed whats kcm,
3451,its like a christian club,oh cool u like it there,
3451,yea i like the community its good,nice glad u found ur ppl,
3451,do u have a group u like going to or nah,nah mostly solo ngl,
3451,"thats chill too, what do u do in your time then",mostly gaming or yt hbu,
3451,"going out w friends, gym, or like eating LOL",yea eating is a hobby fr,
3451,whats ur #1 big back meal,in n out double double easy,
3451,"nahh, vallartas christian fries",ooh havent tried sounds fire,
3451,whats ur #1 wingstop flavor,lemon pepper easy wbu,
3451,hot honey,valid pick respect,
3455,What class are you taking this for some credit?,PSYC 1,
3455,Can you tell me other class you are taking?,"stats, thats it",
3457,did you watch the recent superbowl,Yeah! Kendrick's halftime was epic.,
3457,do you think what they say about is drake is true,"Haha honestly, Kendrick's shade was kinda savage, but Drake isn't that bad. Just drama for publicity probs. What do you think?",
3457,do you think its true tho,I doubt it. Probably just beef for attention or album sales. Celebs always got something going on lol. You believe it?,
3459,hey there how are you,"hey, i'm good thanks. just trying to get through these psych experiments for credits. you?",
3459,same haha! what class do you need credits for,stats! psyc 60. I need 1.5 more credits to finish the requirement. how about you?,
3459,oo cool cool. psyc 101 developmental psyc,nice! I've heard walker's a great prof. how's the class so far?,
3459,she is and the class is interesting! she talks really fast tho so taking notes can be a bit difficult. do you ever struggle with that?,"yeah, totally! lowe's lectures are like that too. I've started recording the lectures on my phone so I can review them later. helps a lot!",
3461,hey,hey whats up,
3461,how are you,im good just chillin,
3463,hello,hey whats up,
3463,hows your morning so far,its been chill just got a coffee,
3463,chill. whats ur schedule like today,got a psych stats class in a bit pretty meh about it,
3463,oh so we both doing extra credit for psyc 60? lit,yeah lol sounds like it,
3463,what prof do you have,got <NAME>,
3463,oh how is he? i have <NAME>,hes alright i guess <NAME> is supposedly easier tho,
3465,What do you think of my outfit today?,cant even see u bro,
3465,Are you human,yea r u,
3465,not sure,dang got me questioning myself,
3467,interlinked,like a web fr,
3467,you get the reference,blade runner yeah,
3467,ive never seen this scene or the movie only the brain rot version,lol meme version,
3469,hey!,"hey, whats up?",
3469,nohting much hbu,"same, just trying to finish up this SONA task what's your major?",
3469,"cog sci and icam, hbu","nice combo I'm a psych major, been pretty busy this quarter with stats and research methods how do you like cog sci so far?",
3469,"it's pretty chilll, i really like learning about neuroscience","yeah neuroscience is really cool I'm thinking of taking 106 next quarter, have you taken it?",
3469,"nope, is it cogs?",no it's actually a psych class behavioral neuroscience with <NAME> heard it's really interesting though,
3469,oh yeah i have not taken any psych classes,"yeah no worries I've taken a few, they're pretty cool if you're interested in cogsci you might like PSYC 105 with <NAME>, it's on cognitive psych",
3471,"Hello, what year and what class are you doing this for",How do you do. Please state your problem.,
3471,What year are you and what class is this for,What is it you really wanted to know?,
3471,How big do you poop,Are such questions much on your mind?,
3471,I love pp,You say you love pp?,
3471,Yes,You are sure.,
3471,Rush,Lets discuss further why your job easier .,
3471,Poopy stinky,I'm not sure I understand you fully.,
3471,Rush AEPHI,Please go on.,
3471,No,Why not?,
3473,ayo was good,NM just chillin,
3473,i haven't heared NM in a while,yeah me neither lol,
3473,why'd you use it then,idk just popped out,
3473,busteddd,got me,
3475,what class you doing this for?,PSYC 70 Research Methods,
3475,"wow, what other classes do you take",PSYC 1 and STAT 48 too fr,
3475,why are you doing psyc 1 with psyc 70,need it for major reqs lol,
3477,hey there! whats your favorite taylor swift song?,idk dont really listen to taylor swift lol,
3477,ohhh valid. who do you listen to?,kendrick lamar mostly fr,
3477,what if i said im a drake fan,dont hate on drake lol,
3477,HAHA so you like both him and Kendrick,yeah theyre both fire in different ways,
3477,agreed. whatd you think of the halftime performance,sick samuel l jackson killed it,
3477,agreed,u watch the super bowl with friends or fam?,
3477,watched with friends but not the entire thing,same got distracted by other stuff lol,
3477,haha yeah we were driving so it wasn't our main priority. whatd you get distracted by,just gaming with my friends online,
3479,Hey wsp,"Nm, just chilling. How about you?",
3479,Getting my sona credits done late ...,"Haha same, gotta get those 1.5 credits somehow! What psych class you doing this for?",
3479,psych 60 with steiner,Oof stats with Steiner at 5pm sounds rough. How are you liking it?,
3479,"its chill, just hard cuz i never took stats before","Yeah I feel that, stats can def be tricky at first. Steiner explain things well?",
3479,He goes over slides and tries his best to make sure students get the concepts,That's good at least! Seems like he's one of the better profs for stats. I'm taking PSYC 108 and it's a total brain overload sometimes lol,
3481,whats your deepest darkest secret,nice try lol. u first,
3481,what are you up to today,classes then gaming probably hbu,
3481,what's your go to game?,valorant rn u play?,
3481,no i haven't heard that one,fr? u live under a rock?,
3481,have you played gorilla tag?,nah is it good?,
3481,I haven't played. I just know its popular,sounds kinda goofy ngl,
3481,any exams this week?,stats midterm next week rip,
3484,"Class, major and which class is this for","sophomore, psych major, psyc 70",
3484,How’s psych 70,"pretty chill, not too hard",
3484,Ok I might have to take it,you psych major too?,
3484,Yup,"nice, what classes you taking",
3484,108 154 and 144,"dang, you busy af rn",
3484,That’s 3 classes wdym,idk bro sounds heavy to me,
3484,You take less than 3?,"nah i got 3 too, just lazy",
3486,hello,hi how's it going?,
3486,good how are you,"I'm alright, thanks. Just got out of psych class actually",
3486,what psych class,"PSYC 105, cognitive psych. pretty interesting stuff",
3488,hi,"hey, what's up",
3488,whats your name,<NAME>,
3488,hi kim how are you feeling today,"I'm good, just a bit sleepy. Had a psych stats class this morning",
3488,oh really? how did that go?,"it was alright, just went over some regression stuff. prof lowe is really nice tho",
3488,oh dang yea i had a physics quiz this morning,"ouch, how'd you do?",
3488,i think i did good,"nice, fingers crossed for you what's your major btw?",
3488,biology how about you psych?,"yeah, psych major how's the bio program here treating you?",
3492,sup,heyy what's up!,
3492,what's your name,<NAME>! wbu?,
3492,what are you here?,"sona credits lol, u too?",
3492,oh,"lol yep, easy credits right?",
3494,Hi,hey,
3494,What year are you,sophomore,
3494,nice! what are you majoring in,psychology,
3494,"ooo that's cool, I'm doing cogsci so somewhat similar",yeah kinda similar,
3494,how's your day been going,its been chill just did a stats assignment,
3494,that's cool,yeah trying to get it over with fr,
3494,feel that lol when I took it I couldn't wait for it to be done,same stats is a drag,
3494,do you have to take calc later on,luckily no dont think i need it for psych,
3494,damn that's nice,yeah super relieved,
3494,what do you wanna do career wise,idk yet maybe research tho,
3496,hello how are you today,"Hey! I'm doing pretty good, how about you?",
3498,what's ur name?,<NAME> hbu,
3498,"i'm <NAME>, you doin this for a class?",yea psych credits lol u,
3498,yuppp,nice u psych major too,
3498,"nope, aerospace",damn rocket scientist vibes,
3498,"thanks, you studying for finals yet?",nah procrastinating hard rn wbu,
3498,sammmeeee,finals week gonna suck fr,
3498,it sucks so much cuz a new game just came out an i want to play it so bad but studying is more important :(,ugh relatable what game tho,
3498,monster hunter wilds,heard its good worth it,
3500,heyy,hey whats up,
3500,nothin much,same lol playin any games lately,
3500,what major and yr ru,comp sci sophomore,
3500,what class ru doing this for,SONA credits for PSYC 1 lol,
3500,fire fire what college ru in,ucsd,
3500,nah like what college tho,marshall,
3500,what building,geisel mostly,
3500,nah like what building do u live in oof,<LOCATION> lolBlake Hall,
3500,wait but i thought u were in marshall what,oof confused me lol yeah Revelle actually my bad,
3500,u sold ai,no lol whats that even mean,
